,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-10-30 10:30:00-04:00,325.25,325.6700134277344,323.2300109863281,324.239990234375,16819598,0.0,0
2020-10-30 11:30:00-04:00,324.25,326.7200012207031,323.54998779296875,326.4949951171875,10134976,0.0,0
2020-10-30 12:30:00-04:00,326.4949951171875,326.5400085449219,324.0199890136719,324.8599853515625,7952005,0.0,0
2020-10-30 13:30:00-04:00,324.8299865722656,325.639892578125,323.3399963378906,323.7850036621094,9391243,0.0,0
2020-10-30 14:30:00-04:00,323.7799987792969,324.6700134277344,322.6000061035156,323.7900085449219,16176756,0.0,0
2020-10-30 15:30:00-04:00,323.7900085449219,326.8699951171875,322.95001220703125,326.5299987792969,20271985,0.0,0
2020-11-02 09:30:00-05:00,330.20001220703125,332.3599853515625,328.9649963378906,331.5899963378906,16246833,0.0,0
2020-11-02 10:30:00-05:00,331.5799865722656,331.6400146484375,329.4200134277344,330.33990478515625,8666841,0.0,0
2020-11-02 11:30:00-05:00,330.3299865722656,331.0799865722656,329.8699951171875,330.7300109863281,6708466,0.0,0
2020-11-02 12:30:00-05:00,330.7300109863281,330.7799987792969,327.618896484375,328.260009765625,8929786,0.0,0
2020-11-02 13:30:00-05:00,328.260009765625,329.0899963378906,327.239990234375,329.0799865722656,8598782,0.0,0
2020-11-02 14:30:00-05:00,329.07000732421875,330.3699951171875,328.7200012207031,329.95001220703125,9093026,0.0,0
2020-11-02 15:30:00-05:00,329.94000244140625,330.4200134277344,328.5799865722656,330.2099914550781,16607613,0.0,0
2020-11-03 09:30:00-05:00,333.69000244140625,338.0350036621094,333.1700134277344,337.3900146484375,15509525,0.0,0
2020-11-03 10:30:00-05:00,337.3999938964844,338.25,336.75,337.5899963378906,10688043,0.0,0
2020-11-03 11:30:00-05:00,337.5849914550781,338.25,336.42999267578125,337.0899963378906,6826303,0.0,0
2020-11-03 12:30:00-05:00,337.0899963378906,337.20001220703125,336.0400085449219,336.2099914550781,7422956,0.0,0
2020-11-03 13:30:00-05:00,336.260009765625,336.55999755859375,334.8399963378906,335.6300048828125,8711265,0.0,0
2020-11-03 14:30:00-05:00,335.6499938964844,336.739990234375,335.3900146484375,336.42999267578125,11167867,0.0,0
2020-11-03 15:30:00-05:00,336.42999267578125,338.08990478515625,335.9700012207031,335.9700012207031,19971329,0.0,0
2020-11-04 09:30:00-05:00,341.5,346.4750061035156,339.5899963378906,345.1099853515625,35018624,0.0,0
2020-11-04 10:30:00-05:00,345.1099853515625,346.0799865722656,343.94000244140625,345.6300048828125,14331418,0.0,0
2020-11-04 11:30:00-05:00,345.54998779296875,347.94000244140625,345.54998779296875,347.3315124511719,10410660,0.0,0
2020-11-04 12:30:00-05:00,347.3299865722656,347.8699951171875,345.9599914550781,346.2900085449219,8720014,0.0,0
2020-11-04 13:30:00-05:00,346.30999755859375,347.1700134277344,345.45001220703125,345.9100036621094,11873561,0.0,0
2020-11-04 14:30:00-05:00,345.9100036621094,346.1300048828125,343.7099914550781,343.7799987792969,15716828,0.0,0
2020-11-04 15:30:00-05:00,343.7900085449219,344.5849914550781,343.1600036621094,343.489990234375,20471390,0.0,0
2020-11-05 09:30:00-05:00,349.239990234375,352.19000244140625,348.8900146484375,350.8599853515625,21045323,0.0,0
2020-11-05 10:30:00-05:00,350.8599853515625,351.9179992675781,350.4700012207031,351.0799865722656,8475895,0.0,0
2020-11-05 11:30:00-05:00,351.1000061035156,351.29998779296875,348.8599853515625,349.0899963378906,7300065,0.0,0
2020-11-05 12:30:00-05:00,349.0899963378906,351.20001220703125,348.9200134277344,350.8099060058594,6398305,0.0,0
2020-11-05 13:30:00-05:00,350.80999755859375,351.6300048828125,350.739990234375,351.3999938964844,6516491,0.0,0
2020-11-05 14:30:00-05:00,351.4100036621094,352.05999755859375,350.53118896484375,351.1300048828125,9572632,0.0,0
2020-11-05 15:30:00-05:00,351.1300048828125,351.1600036621094,349.4700012207031,350.2099914550781,14998741,0.0,0
2020-11-06 09:30:00-05:00,349.92999267578125,350.32000732421875,347.6499938964844,349.82110595703125,12980512,0.0,0
2020-11-06 10:30:00-05:00,349.80999755859375,350.61968994140625,348.4700012207031,350.0799865722656,8888978,0.0,0
2020-11-06 11:30:00-05:00,350.05999755859375,350.8999938964844,349.6400146484375,349.8299865722656,5972463,0.0,0
2020-11-06 12:30:00-05:00,349.83221435546875,350.80999755859375,349.47021484375,350.69000244140625,4088611,0.0,0
2020-11-06 13:30:00-05:00,350.67999267578125,350.82000732421875,350.2550048828125,350.54998779296875,3562707,0.0,0
2020-11-06 14:30:00-05:00,350.5400085449219,350.7778015136719,349.2099914550781,350.010009765625,13698355,0.0,0
2020-11-06 15:30:00-05:00,350.010009765625,351.510009765625,349.82000732421875,350.19000244140625,13624654,0.0,0
2020-11-09 09:30:00-05:00,363.7250061035156,364.32000732421875,360.3900146484375,361.4200134277344,57255432,0.0,0
2020-11-09 10:30:00-05:00,361.4150085449219,362.1199951171875,358.6700134277344,360.489990234375,20540421,0.0,0
2020-11-09 11:30:00-05:00,360.4849853515625,361.260009765625,359.0450134277344,361.0400085449219,15664029,0.0,0
2020-11-09 12:30:00-05:00,361.07000732421875,362.135009765625,360.5899963378906,361.5,12673818,0.0,0
2020-11-09 13:30:00-05:00,361.510009765625,361.7799987792969,359.260009765625,359.5799865722656,11401860,0.0,0
2020-11-09 14:30:00-05:00,359.5799865722656,360.3699951171875,358.05999755859375,358.18499755859375,15376602,0.0,0
2020-11-09 15:30:00-05:00,358.19500732421875,359.260009765625,354.05999755859375,354.5299987792969,22333755,0.0,0
2020-11-10 09:30:00-05:00,353.489990234375,354.56988525390625,351.9200134277344,352.489990234375,15229757,0.0,0
2020-11-10 10:30:00-05:00,352.489990234375,353.6199951171875,350.510009765625,353.54998779296875,10933154,0.0,0
2020-11-10 11:30:00-05:00,353.5400085449219,355.17999267578125,352.8529968261719,354.3465881347656,8758537,0.0,0
2020-11-10 12:30:00-05:00,354.3399963378906,354.7699890136719,352.6199951171875,352.8800048828125,7621581,0.0,0
2020-11-10 13:30:00-05:00,352.8599853515625,354.5799865722656,352.2200012207031,353.2200012207031,9425602,0.0,0
2020-11-10 14:30:00-05:00,353.239990234375,354.80999755859375,353.1400146484375,354.6499938964844,9638664,0.0,0
2020-11-10 15:30:00-05:00,354.635009765625,354.7699890136719,353.489990234375,354.05999755859375,12088790,0.0,0
2020-11-11 09:30:00-05:00,356.3999938964844,356.6000061035156,355.1199951171875,355.8500061035156,10545392,0.0,0
2020-11-11 10:30:00-05:00,355.8699951171875,356.739990234375,355.4700012207031,356.6199951171875,5426108,0.0,0
2020-11-11 11:30:00-05:00,356.6300048828125,357.3599853515625,356.4599914550781,356.8800048828125,5694085,0.0,0
2020-11-11 12:30:00-05:00,356.8900146484375,357.55999755859375,356.8699951171875,357.0199890136719,3302699,0.0,0
2020-11-11 13:30:00-05:00,357.05999755859375,357.44000244140625,356.1650085449219,356.2900085449219,5138011,0.0,0
2020-11-11 14:30:00-05:00,356.2860107421875,356.54998779296875,355.05999755859375,355.3999938964844,8521558,0.0,0
2020-11-11 15:30:00-05:00,355.3999938964844,356.8900146484375,355.32000732421875,356.6199951171875,8709400,0.0,0
2020-11-12 09:30:00-05:00,355.5799865722656,356.239990234375,354.6700134277344,355.3599853515625,10438031,0.0,0
2020-11-12 10:30:00-05:00,355.3500061035156,356.4200134277344,355.2699890136719,355.6499938964844,4431389,0.0,0
2020-11-12 11:30:00-05:00,355.6499938964844,355.6809997558594,354.2300109863281,354.2799987792969,5391200,0.0,0
2020-11-12 12:30:00-05:00,354.2699890136719,354.6600036621094,351.9700012207031,352.25,9449686,0.0,0
2020-11-12 13:30:00-05:00,352.25,353.8800048828125,351.9700012207031,352.69000244140625,8087267,0.0,0
2020-11-12 14:30:00-05:00,352.67999267578125,353.3699951171875,351.260009765625,351.94000244140625,9653419,0.0,0
2020-11-12 15:30:00-05:00,351.92999267578125,353.3299865722656,351.3500061035156,353.2699890136719,12646205,0.0,0
2020-11-13 09:30:00-05:00,355.2699890136719,356.2398986816406,355.05999755859375,355.8550109863281,10068129,0.0,0
2020-11-13 10:30:00-05:00,355.8500061035156,356.0,354.7099914550781,355.67999267578125,6784606,0.0,0
2020-11-13 11:30:00-05:00,355.70001220703125,356.5,355.3699951171875,356.2300109863281,4775855,0.0,0
2020-11-13 12:30:00-05:00,356.239990234375,357.1300048828125,356.1600036621094,356.8599853515625,4221771,0.0,0
2020-11-13 13:30:00-05:00,356.875,357.6400146484375,356.4200134277344,357.31109619140625,5473652,0.0,0
2020-11-13 14:30:00-05:00,357.32000732421875,357.80999755859375,356.9599914550781,357.7099914550781,7540905,0.0,0
2020-11-13 15:30:00-05:00,357.70001220703125,358.8999938964844,357.5899963378906,358.05999755859375,12550736,0.0,0
2020-11-16 09:30:00-05:00,360.89190673828125,361.5,359.6000061035156,361.5,15310204,0.0,0
2020-11-16 10:30:00-05:00,361.5,362.25,361.3299865722656,361.9800109863281,7028593,0.0,0
2020-11-16 11:30:00-05:00,361.9700012207031,362.0,361.07000732421875,361.20001220703125,4095840,0.0,0
2020-11-16 12:30:00-05:00,361.20001220703125,361.45001220703125,360.05499267578125,360.1300048828125,4668116,0.0,0
2020-11-16 13:30:00-05:00,360.1400146484375,361.0400085449219,359.64990234375,361.0199890136719,6786566,0.0,0
2020-11-16 14:30:00-05:00,361.0299987792969,361.2799987792969,360.239990234375,360.864990234375,8951898,0.0,0
2020-11-16 15:30:00-05:00,360.8599853515625,362.5899963378906,360.739990234375,362.42999267578125,16013885,0.0,0
2020-11-17 09:30:00-05:00,359.9700012207031,360.1499938964844,358.3399963378906,359.4599914550781,18865705,0.0,0
2020-11-17 10:30:00-05:00,359.4800109863281,360.9060974121094,359.3299865722656,360.739990234375,6963580,0.0,0
2020-11-17 11:30:00-05:00,360.739990234375,361.739990234375,360.5400085449219,361.364990234375,6504634,0.0,0
2020-11-17 12:30:00-05:00,361.364990234375,361.7200012207031,361.1199951171875,361.41009521484375,3028623,0.0,0
2020-11-17 13:30:00-05:00,361.4100036621094,361.9200134277344,360.7699890136719,361.489990234375,4900627,0.0,0
2020-11-17 14:30:00-05:00,361.4849853515625,361.8500061035156,359.85009765625,360.2987976074219,6935178,0.0,0
2020-11-17 15:30:00-05:00,360.2950134277344,360.9100036621094,359.75,360.6400146484375,10468515,0.0,0
2020-11-18 09:30:00-05:00,360.9100036621094,361.3299865722656,360.30999755859375,361.1499938964844,8811267,0.0,0
2020-11-18 10:30:00-05:00,361.1300048828125,361.5,360.7300109863281,361.2200012207031,4755350,0.0,0
2020-11-18 11:30:00-05:00,361.2300109863281,361.5,360.80999755859375,361.135009765625,4729343,0.0,0
2020-11-18 12:30:00-05:00,361.1099853515625,361.260009765625,360.1650085449219,360.1650085449219,4660055,0.0,0
2020-11-18 13:30:00-05:00,360.1676940917969,360.54998779296875,358.6700134277344,359.04998779296875,11193047,0.0,0
2020-11-18 14:30:00-05:00,359.04998779296875,360.05999755859375,358.875,358.989990234375,7792562,0.0,0
2020-11-18 15:30:00-05:00,358.9800109863281,359.1099853515625,356.239990234375,356.29998779296875,15551191,0.0,0
2020-11-19 09:30:00-05:00,355.2699890136719,356.4200134277344,354.1499938964844,355.1700134277344,12666682,0.0,0
2020-11-19 10:30:00-05:00,355.1700134277344,356.7099914550781,355.0799865722656,356.0950012207031,9408968,0.0,0
2020-11-19 11:30:00-05:00,356.1000061035156,356.2699890136719,355.3529968261719,355.9096984863281,5777607,0.0,0
2020-11-19 12:30:00-05:00,355.8999938964844,356.57000732421875,355.19110107421875,356.1400146484375,4726169,0.0,0
2020-11-19 13:30:00-05:00,356.1400146484375,356.8299865722656,356.010009765625,356.7300109863281,3667183,0.0,0
2020-11-19 14:30:00-05:00,356.7300109863281,358.1300048828125,356.7099914550781,357.4200134277344,7357683,0.0,0
2020-11-19 15:30:00-05:00,357.4200134277344,358.17999267578125,357.2300109863281,357.7601013183594,7691028,0.0,0
2020-11-20 09:30:00-05:00,357.5,357.7200012207031,356.17999267578125,356.79998779296875,12333718,0.0,0
2020-11-20 10:30:00-05:00,356.79998779296875,357.4800109863281,356.2799987792969,357.32000732421875,8334710,0.0,0
2020-11-20 11:30:00-05:00,357.32000732421875,357.55999755859375,356.44000244140625,356.9100036621094,4604442,0.0,0
2020-11-20 12:30:00-05:00,356.9150085449219,357.2699890136719,356.54998779296875,357.2099914550781,2908269,0.0,0
2020-11-20 13:30:00-05:00,357.2200012207031,357.3299865722656,356.760009765625,357.0539855957031,5105425,0.0,0
2020-11-20 14:30:00-05:00,357.0799865722656,357.44000244140625,355.57000732421875,355.989990234375,6285640,0.0,0
2020-11-20 15:30:00-05:00,355.9849853515625,357.06500244140625,355.25,355.3399963378906,11099960,0.0,0
2020-11-23 09:30:00-05:00,357.2799987792969,358.82000732421875,356.0,356.0849914550781,9953001,0.0,0
2020-11-23 10:30:00-05:00,356.0899963378906,357.2799987792969,355.2699890136719,355.6400146484375,7238277,0.0,0
2020-11-23 11:30:00-05:00,355.635009765625,356.2900085449219,354.864990234375,356.04998779296875,6760522,0.0,0
2020-11-23 12:30:00-05:00,356.05999755859375,356.94000244140625,356.0,356.6199951171875,6964445,0.0,0
2020-11-23 13:30:00-05:00,356.6300048828125,357.0199890136719,356.2200012207031,356.4949951171875,5101978,0.0,0
2020-11-23 14:30:00-05:00,356.4949951171875,358.3699951171875,356.4460144042969,357.7149963378906,6472062,0.0,0
2020-11-23 15:30:00-05:00,357.7200012207031,357.95001220703125,356.5400085449219,357.4700012207031,9161673,0.0,0
2020-11-24 09:30:00-05:00,360.2099914550781,361.0199890136719,359.2900085449219,360.7799987792969,10086401,0.0,0
2020-11-24 10:30:00-05:00,360.7699890136719,362.4599914550781,360.4700012207031,362.4150085449219,9701844,0.0,0
2020-11-24 11:30:00-05:00,362.4200134277344,363.489990234375,362.17999267578125,362.739990234375,6142505,0.0,0
2020-11-24 12:30:00-05:00,362.739990234375,363.3900146484375,362.6099853515625,362.7799987792969,4361015,0.0,0
2020-11-24 13:30:00-05:00,362.7749938964844,363.80999755859375,362.54998779296875,362.57501220703125,6853114,0.0,0
2020-11-24 14:30:00-05:00,362.5799865722656,363.45001220703125,362.32000732421875,363.2550048828125,7519317,0.0,0
2020-11-24 15:30:00-05:00,363.2550048828125,363.44500732421875,362.7699890136719,363.17999267578125,11034139,0.0,0
2020-11-25 09:30:00-05:00,363.1300048828125,363.1600036621094,361.4800109863281,362.0199890136719,9617165,0.0,0
2020-11-25 10:30:00-05:00,362.0299987792969,362.489990234375,361.80999755859375,362.1300048828125,5138471,0.0,0
2020-11-25 11:30:00-05:00,362.1199951171875,362.3399963378906,361.6300048828125,362.0899963378906,3961543,0.0,0
2020-11-25 12:30:00-05:00,362.0899963378906,362.8999938964844,362.0899963378906,362.3699951171875,3569793,0.0,0
2020-11-25 13:30:00-05:00,362.375,362.80999755859375,361.92999267578125,362.3949890136719,3455725,0.0,0
2020-11-25 14:30:00-05:00,362.3999938964844,363.1300048828125,362.04998779296875,362.9599914550781,4785991,0.0,0
2020-11-25 15:30:00-05:00,362.9549865722656,363.1600036621094,362.3999938964844,362.6499938964844,5463556,0.0,0
2020-11-27 09:30:00-05:00,363.8399963378906,364.17999267578125,363.5199890136719,364.0,9565544,0.0,0
2020-11-27 10:30:00-05:00,364.010009765625,364.1400146484375,363.67999267578125,363.79998779296875,4474297,0.0,0
2020-11-27 11:30:00-05:00,363.80999755859375,363.9049987792969,362.7200012207031,362.7449951171875,4961603,0.0,0
2020-11-27 13:00:00-05:00,362.739990234375,363.7200012207031,362.5799865722656,363.6099853515625,0,0.0,0
2020-11-30 09:30:00-05:00,362.8299865722656,363.1199951171875,361.1300048828125,361.20001220703125,8840424,0.0,0
2020-11-30 10:30:00-05:00,361.2099914550781,361.239990234375,359.1700134277344,360.1199951171875,10263321,0.0,0
2020-11-30 11:30:00-05:00,360.1099853515625,361.0,359.5199890136719,360.95001220703125,6408389,0.0,0
2020-11-30 12:30:00-05:00,360.95001220703125,361.44000244140625,360.75,361.17999267578125,4957646,0.0,0
2020-11-30 13:30:00-05:00,361.20001220703125,361.5299987792969,360.6600036621094,361.375,10133075,0.0,0
2020-11-30 14:30:00-05:00,361.3699951171875,362.2900085449219,361.07000732421875,361.2850036621094,9621627,0.0,0
2020-11-30 15:30:00-05:00,361.2856140136719,362.3999938964844,361.1300048828125,362.0150146484375,17543529,0.0,0
2020-12-01 09:30:00-05:00,365.5950012207031,367.44000244140625,364.92999267578125,366.9755859375,14275236,0.0,0
2020-12-01 10:30:00-05:00,366.9755859375,367.0899963378906,365.8399963378906,366.6499938964844,9574182,0.0,0
2020-12-01 11:30:00-05:00,366.6400146484375,366.9800109863281,366.0400085449219,366.65618896484375,10910298,0.0,0
2020-12-01 12:30:00-05:00,366.6600036621094,367.0199890136719,366.2300109863281,366.9700012207031,3646339,0.0,0
2020-12-01 13:30:00-05:00,366.9800109863281,367.67999267578125,366.8699951171875,367.2449951171875,4972378,0.0,0
2020-12-01 14:30:00-05:00,367.25,367.6000061035156,365.4599914550781,366.2001037597656,10849136,0.0,0
2020-12-01 15:30:00-05:00,366.2099914550781,366.44000244140625,365.57000732421875,365.9800109863281,10532804,0.0,0
2020-12-02 09:30:00-05:00,364.82000732421875,365.74798583984375,364.20001220703125,365.6600036621094,9502124,0.0,0
2020-12-02 10:30:00-05:00,365.6600036621094,366.1700134277344,365.3399963378906,366.0299987792969,5789148,0.0,0
2020-12-02 11:30:00-05:00,366.0350036621094,366.4100036621094,365.8699951171875,366.1581115722656,3022922,0.0,0
2020-12-02 12:30:00-05:00,366.1549987792969,366.4599914550781,365.9200134277344,366.07989501953125,4196297,0.0,0
2020-12-02 13:30:00-05:00,366.07501220703125,366.510009765625,365.489990234375,366.410400390625,4504540,0.0,0
2020-12-02 14:30:00-05:00,366.43499755859375,366.8900146484375,366.2300109863281,366.3599853515625,5601982,0.0,0
2020-12-02 15:30:00-05:00,366.3599853515625,366.9599914550781,366.260009765625,366.75,5628796,0.0,0
2020-12-03 09:30:00-05:00,366.8299865722656,367.9599914550781,366.69000244140625,367.5653076171875,7020314,0.0,0
2020-12-03 10:30:00-05:00,367.57000732421875,367.989990234375,366.9100036621094,367.69500732421875,4432234,0.0,0
2020-12-03 11:30:00-05:00,367.69000244140625,367.8900146484375,367.04998779296875,367.340087890625,4575764,0.0,0
2020-12-03 12:30:00-05:00,367.3399963378906,367.6600036621094,366.8699951171875,367.1712951660156,3264050,0.0,0
2020-12-03 13:30:00-05:00,367.1700134277344,367.17999267578125,366.3900146484375,367.014404296875,4293211,0.0,0
2020-12-03 14:30:00-05:00,367.010009765625,368.19000244140625,366.9599914550781,368.05499267578125,8374885,0.0,0
2020-12-03 15:30:00-05:00,368.05999755859375,368.1099853515625,365.5,366.6600036621094,20658681,0.0,0
2020-12-04 09:30:00-05:00,367.32000732421875,368.7298889160156,367.2200012207031,368.3500061035156,7800977,0.0,0
2020-12-04 10:30:00-05:00,368.3550109863281,369.2699890136719,368.3500061035156,369.010009765625,6470447,0.0,0
2020-12-04 11:30:00-05:00,369.0199890136719,369.2583923339844,368.8900146484375,369.0299072265625,3522591,0.0,0
2020-12-04 12:30:00-05:00,369.0256042480469,369.1600036621094,368.8418884277344,368.8900146484375,3700489,0.0,0
2020-12-04 13:30:00-05:00,368.8999938964844,369.18011474609375,368.54998779296875,368.635009765625,3332465,0.0,0
2020-12-04 14:30:00-05:00,368.6400146484375,369.3800048828125,368.5899963378906,368.95001220703125,6253004,0.0,0
2020-12-04 15:30:00-05:00,368.9599914550781,369.8500061035156,368.8999938964844,369.80999755859375,10497925,0.0,0
2020-12-07 09:30:00-05:00,369.0199890136719,369.5,368.8399963378906,369.3999938964844,7026664,0.0,0
2020-12-07 10:30:00-05:00,369.4100036621094,369.5899963378906,369.2200012207031,369.4649963378906,3412299,0.0,0
2020-12-07 11:30:00-05:00,369.4599914550781,369.6199951171875,369.010009765625,369.20001220703125,5392335,0.0,0
2020-12-07 12:30:00-05:00,369.20001220703125,369.25,368.239990234375,368.57000732421875,4818826,0.0,0
2020-12-07 13:30:00-05:00,368.54998779296875,368.7699890136719,367.8900146484375,368.4659118652344,4907889,0.0,0
2020-12-07 14:30:00-05:00,368.4649963378906,368.8500061035156,368.2300109863281,368.7449951171875,6211192,0.0,0
2020-12-07 15:30:00-05:00,368.739990234375,369.2049865722656,367.7200012207031,369.1300048828125,9369285,0.0,0
2020-12-08 09:30:00-05:00,367.94000244140625,368.7900085449219,367.7300109863281,368.1903076171875,8924651,0.0,0
2020-12-08 10:30:00-05:00,368.19000244140625,369.5299987792969,368.0400085449219,369.510009765625,4234855,0.0,0
2020-12-08 11:30:00-05:00,369.5199890136719,369.9200134277344,369.3319091796875,369.82000732421875,2891332,0.0,0
2020-12-08 12:30:00-05:00,369.82000732421875,370.30999755859375,369.75,370.19500732421875,2759468,0.0,0
2020-12-08 13:30:00-05:00,370.19500732421875,370.7799987792969,369.8999938964844,370.60809326171875,3082155,0.0,0
