Date,Close
2010-06-01,84.65987396240234
2010-06-02,86.86436462402344
2010-06-03,87.16355895996094
2010-06-04,84.10090637207031
2010-06-07,83.05375671386719
2010-06-08,83.94344329833984
2010-06-09,83.4946517944336
2010-06-10,85.93534088134766
2010-06-11,86.35261535644531
2010-06-14,86.2187728881836
2010-06-15,88.1791763305664
2010-06-16,88.14768981933594
2010-06-17,88.28942108154297
2010-06-18,88.38512420654297
2010-06-21,88.13198852539062
2010-06-22,86.67644500732422
2010-06-23,86.40747833251953
2010-06-24,84.97565460205078
2010-06-25,85.33162689208984
2010-06-28,85.06269073486328
2010-06-29,82.43635559082031
2010-06-30,81.6532211303711
2010-07-01,81.28933715820312
2010-07-02,80.84634399414062
2010-07-06,81.3763427734375
2010-07-07,83.93937683105469
2010-07-08,84.76997375488281
2010-07-09,85.40283203125
2010-07-12,85.45821380615234
2010-07-13,86.74763488769531
2010-07-14,86.73971557617188
2010-07-15,86.76345825195312
2010-07-16,84.37445831298828
2010-07-19,84.87281799316406
2010-07-20,85.81419372558594
2010-07-21,84.69879150390625
2010-07-22,86.58942413330078
2010-07-23,87.34091186523438
2010-07-26,88.25065612792969
2010-07-27,88.24276733398438
2010-07-28,87.67317199707031
2010-07-29,87.2459945678711
2010-07-30,87.23018646240234
2010-08-02,89.19991302490234
2010-08-03,88.77276611328125
2010-08-04,89.3660659790039
2010-08-05,89.27112579345703
2010-08-06,88.90723419189453
2010-08-09,89.3818588256836
2010-08-10,88.89929962158203
2010-08-11,86.4628677368164
2010-08-12,85.9328384399414
2010-08-13,85.6796875
2010-08-16,85.64014434814453
2010-08-17,86.69224548339844
2010-08-18,86.8504638671875
2010-08-19,85.33953857421875
2010-08-20,85.06269073486328
2010-08-23,84.73834228515625
2010-08-24,83.48052978515625
2010-08-25,83.80488586425781
2010-08-26,83.24324035644531
2010-08-27,84.53263854980469
2010-08-30,83.30651092529297
2010-08-31,83.30651092529297
2010-09-01,85.7983627319336
2010-09-02,86.59733581542969
2010-09-03,87.72063446044922
2010-09-07,86.73180389404297
2010-09-08,87.34091186523438
2010-09-09,87.74437713623047
2010-09-10,88.1873550415039
2010-09-13,89.16827392578125
2010-09-14,89.1129150390625
2010-09-15,89.45307159423828
2010-09-16,89.4293212890625
2010-09-17,89.46268463134766
2010-09-20,90.83062744140625
2010-09-21,90.6477279663086
2010-09-22,90.20235443115234
2010-09-23,89.47068786621094
2010-09-24,91.31578063964844
2010-09-27,90.87836456298828
2010-09-28,91.19646453857422
2010-09-29,91.03739929199219
2010-09-30,90.76698303222656
2010-10-01,91.14876556396484
2010-10-04,90.46480560302734
2010-10-05,92.28602600097656
2010-10-06,92.278076171875
2010-10-07,92.16674041748047
2010-10-08,92.68367004394531
2010-10-11,92.7711181640625
2010-10-12,93.05745697021484
2010-10-13,93.78119659423828
2010-10-14,93.41532897949219
2010-10-15,93.606201171875
2010-10-18,94.06749725341797
2010-10-19,92.83478546142578
2010-10-20,93.74141693115234
2010-10-21,93.94820404052734
2010-10-22,94.12316131591797
2010-10-25,94.4015121459961
2010-10-26,94.41741180419922
2010-10-27,94.14701080322266
2010-10-28,94.16294860839844
2010-10-29,94.23450469970703
2010-11-01,94.26631927490234
2010-11-02,95.01387023925781
2010-11-03,95.3956298828125
2010-11-04,97.23273468017578
2010-11-05,97.59859466552734
2010-11-08,97.41565704345703
2010-11-09,96.71582794189453
2010-11-10,97.10551452636719
2010-11-11,96.73967742919922
2010-11-12,95.5944595336914
2010-11-15,95.4592514038086
2010-11-16,93.9720687866211
2010-11-17,94.019775390625
2010-11-18,95.40360260009766
2010-11-19,95.6660385131836
2010-11-22,95.58650207519531
2010-11-23,94.20269775390625
2010-11-24,95.5944595336914
2010-11-26,94.48104858398438
2010-11-29,94.76732635498047
2010-11-30,94.23450469970703
2010-12-01,96.2386474609375
2010-12-02,97.4713363647461
2010-12-03,97.73379516601562
2010-12-06,97.63040924072266
2010-12-07,97.68609619140625
2010-12-08,98.04397583007812
2010-12-09,98.42570495605469
2010-12-10,98.99830627441406
2010-12-13,99.06192779541016
2010-12-14,99.1494140625
2010-12-15,98.69609832763672
2010-12-16,99.26872253417969
2010-12-17,99.37503814697266
2010-12-20,99.61487579345703
2010-12-21,100.2464828491211
2010-12-22,100.55827331542969
2010-12-23,100.41435241699219
2010-12-27,100.45433807373047
2010-12-28,100.5982437133789
2010-12-29,100.6701889038086
2010-12-30,100.51032257080078
2010-12-31,100.53428649902344
2011-01-03,101.57361602783203
2011-01-04,101.51765441894531
2011-01-05,102.04530334472656
2011-01-06,101.84545135498047
2011-01-07,101.64554595947266
2011-01-10,101.51765441894531
2011-01-11,101.8774185180664
2011-01-12,102.79680633544922
2011-01-13,102.62892150878906
2011-01-14,103.3724365234375
2011-01-18,103.54832458496094
2011-01-19,102.53295135498047
2011-01-20,102.39706420898438
2011-01-21,102.62892150878906
2011-01-24,103.21253967285156
2011-01-25,103.26851654052734
2011-01-26,103.66825103759766
2011-01-27,103.924072265625
2011-01-28,102.10926818847656
2011-01-31,102.87675476074219
2011-02-01,104.52368927001953
2011-02-02,104.32383728027344
2011-02-03,104.55564880371094
2011-02-04,104.85145568847656
2011-02-07,105.50704956054688
2011-02-08,105.98673248291016
2011-02-09,105.74688720703125
2011-02-10,105.78687286376953
2011-02-11,106.41842651367188
2011-02-14,106.67425537109375
2011-02-15,106.3385009765625
2011-02-16,107.01005554199219
2011-02-17,107.329833984375
2011-02-18,107.5536880493164
2011-02-22,105.39514923095703
2011-02-23,104.74755859375
2011-02-24,104.67558288574219
2011-02-25,105.79487609863281
2011-02-28,106.45040130615234
2011-03-01,104.67558288574219
2011-03-02,104.89944458007812
2011-03-03,106.70626831054688
2011-03-04,105.90676879882812
2011-03-07,105.07530975341797
2011-03-08,105.99474334716797
2011-03-09,105.84280395507812
2011-03-10,103.88412475585938
2011-03-11,104.60363006591797
2011-03-14,103.97203063964844
2011-03-15,102.78081512451172
2011-03-16,100.87806701660156
2011-03-17,102.21321105957031
2011-03-18,102.58496856689453
2011-03-21,104.17478942871094
2011-03-22,103.81346893310547
2011-03-23,104.11056518554688
2011-03-24,105.10623931884766
2011-03-25,105.42741394042969
2011-03-28,105.17044830322266
2011-03-29,105.87705993652344
2011-03-30,106.6077651977539
2011-03-31,106.46318817138672
2011-04-01,106.9128646850586
2011-04-04,107.00119018554688
2011-04-05,106.98514556884766
2011-04-06,107.32235717773438
2011-04-07,107.04936981201172
2011-04-08,106.6800308227539
2011-04-11,106.35885620117188
2011-04-12,105.56389617919922
2011-04-13,105.55587005615234
2011-04-14,105.63616180419922
2011-04-15,106.0215835571289
2011-04-18,104.83320617675781
2011-04-19,105.4354248046875
2011-04-20,106.87269592285156
2011-04-21,107.41873168945312
2011-04-25,107.30633544921875
2011-04-26,108.22968292236328
2011-04-27,108.93629455566406
2011-04-28,109.28959655761719
2011-04-29,109.54655456542969
2011-05-02,109.37792205810547
2011-05-03,108.98445892333984
2011-05-04,108.26182556152344
2011-05-05,107.28224182128906
2011-05-06,107.7559814453125
2011-05-09,108.17350006103516
2011-05-10,109.09687805175781
2011-05-11,107.94866943359375
2011-05-12,108.46257019042969
2011-05-13,107.62747955322266
2011-05-16,106.94497680664062
2011-05-17,106.92890930175781
2011-05-18,107.88442993164062
2011-05-19,108.1413803100586
2011-05-20,107.28224182128906
2011-05-23,106.03764343261719
2011-05-24,105.9493179321289
2011-05-25,106.30264282226562
2011-05-26,106.79241180419922
2011-05-27,107.20194244384766
2011-05-31,108.3180160522461
2011-06-01,105.88507080078125
2011-06-02,105.77267456054688
2011-06-03,104.72081756591797
2011-06-06,103.61275482177734
2011-06-07,103.54853057861328
2011-06-08,103.11492156982422
2011-06-09,103.90178680419922
2011-06-10,102.45648956298828
2011-06-13,102.53679656982422
2011-06-14,103.83757019042969
2011-06-15,101.99077606201172
2011-06-16,102.21561431884766
2011-06-17,102.52062225341797
2011-06-20,103.04510498046875
2011-06-21,104.45726013183594
2011-06-22,103.8278579711914
2011-06-23,103.52928161621094
2011-06-24,102.32695770263672
2011-06-27,103.23880004882812
2011-06-28,104.5864028930664
2011-06-29,105.48204803466797
2011-06-30,106.49072265625
2011-07-01,108.06425476074219
2011-07-05,107.9754867553711
2011-07-06,108.10460662841797
2011-07-07,109.22624206542969
2011-07-08,108.4515609741211
2011-07-11,106.49072265625
2011-07-12,106.03076934814453
2011-07-13,106.38578033447266
2011-07-14,105.6515121459961
2011-07-15,106.2647705078125
2011-07-18,105.39329528808594
2011-07-19,107.10399627685547
2011-07-20,107.03941345214844
2011-07-21,108.52417755126953
2011-07-22,108.59679412841797
2011-07-25,107.99163055419922
2011-07-26,107.58814239501953
2011-07-27,105.38522338867188
2011-07-28,105.07858276367188
2011-07-29,104.36043548583984
2011-08-01,103.91658782958984
2011-08-02,101.2618179321289
2011-08-03,101.810546875
2011-08-04,97.04155731201172
2011-08-05,96.89631652832031
2011-08-08,90.58611297607422
2011-08-09,94.79832458496094
2011-08-10,90.61030578613281
2011-08-11,94.67725372314453
2011-08-12,95.31472778320312
2011-08-15,97.33204650878906
2011-08-16,96.50091552734375
2011-08-17,96.56544494628906
2011-08-18,92.40170288085938
2011-08-19,90.8927230834961
2011-08-22,90.96539306640625
2011-08-23,93.95909881591797
2011-08-24,95.28245544433594
2011-08-25,93.83000946044922
2011-08-26,95.1937026977539
2011-08-29,97.92919921875
2011-08-30,98.1874008178711
2011-08-31,98.62316131591797
2011-09-01,97.59030151367188
2011-09-02,95.09683227539062
2011-09-06,94.40290832519531
2011-09-07,97.0657730102539
2011-09-08,96.0571060180664
2011-09-09,93.53948974609375
2011-09-12,94.14469909667969
2011-09-13,95.00810241699219
2011-09-14,96.32339477539062
2011-09-15,97.98567962646484
2011-09-16,98.56561279296875
2011-09-19,97.58417510986328
2011-09-20,97.47062683105469
2011-09-21,94.59927368164062
2011-09-22,91.54142761230469
2011-09-23,92.09298706054688
2011-09-26,94.28297424316406
2011-09-27,95.33740234375
2011-09-28,93.3907470703125
2011-09-29,94.12886810302734
2011-09-30,91.77665710449219
2011-10-03,89.16488647460938
2011-10-04,91.11966705322266
2011-10-05,92.8067626953125
2011-10-06,94.48574829101562
2011-10-07,93.85306549072266
2011-10-10,96.99208068847656
2011-10-11,97.0893783569336
2011-10-12,97.94107818603516
2011-10-13,97.74639129638672
2011-10-14,99.41727447509766
2011-10-17,97.5192642211914
2011-10-18,99.42535400390625
2011-10-19,98.249267578125
2011-10-20,98.6791763305664
2011-10-21,100.55281066894531
2011-10-24,101.78569793701172
2011-10-25,99.80661010742188
2011-10-26,100.82048797607422
2011-10-27,104.33256530761719
2011-10-28,104.30824279785156
2011-10-31,101.79381561279297
2011-11-01,98.9549560546875
2011-11-02,100.56905364990234
2011-11-03,102.40214538574219
2011-11-04,101.7776107788086
2011-11-07,102.41023254394531
2011-11-08,103.72423553466797
2011-11-09,99.89583587646484
2011-11-10,100.83667755126953
2011-11-11,102.73468780517578
2011-11-14,101.76136016845703
2011-11-15,102.26424407958984
2011-11-16,100.64201354980469
2011-11-17,99.04415893554688
2011-11-18,98.938720703125
2011-11-21,97.0569839477539
2011-11-22,96.67573547363281
2011-11-23,94.54252624511719
2011-11-25,94.36406707763672
2011-11-28,97.09749603271484
2011-11-29,97.37327575683594
2011-11-30,101.380126953125
2011-12-01,101.3639144897461
2011-12-02,101.27471160888672
2011-12-05,102.37779998779297
2011-12-06,102.41023254394531
2011-12-07,102.7914810180664
2011-12-08,100.53658294677734
2011-12-09,102.23992156982422
2011-12-12,100.74746704101562
2011-12-13,99.80661010742188
2011-12-14,98.74404907226562
2011-12-15,99.1009292602539
2011-12-16,99.24785614013672
2011-12-19,98.18675231933594
2011-12-20,101.15789794921875
2011-12-21,101.35379028320312
2011-12-22,102.25162506103516
2011-12-23,103.1658706665039
2011-12-27,103.24749755859375
2011-12-28,101.89254760742188
2011-12-29,102.94549560546875
2011-12-30,102.43940734863281
2012-01-03,104.07191467285156
2012-01-04,104.2351303100586
2012-01-05,104.51268005371094
2012-01-06,104.2433090209961
2012-01-09,104.49636840820312
2012-01-10,105.40238952636719
2012-01-11,105.45952606201172
2012-01-12,105.71256256103516
2012-01-13,105.16565704345703
2012-01-17,105.57380676269531
2012-01-18,106.74102783203125
2012-01-19,107.30426788330078
2012-01-20,107.7042007446289
2012-01-23,107.42667388916016
2012-01-24,107.30426788330078
2012-01-25,108.20211791992188
2012-01-26,107.64705657958984
2012-01-27,107.59809875488281
2012-01-30,107.23081970214844
2012-01-31,107.18998718261719
2012-02-01,108.128662109375
2012-02-02,108.3000717163086
2012-02-03,109.81830596923828
2012-02-06,109.74484252929688
2012-02-07,110.02235412597656
2012-02-08,110.348876953125
2012-02-09,110.48765563964844
2012-02-10,109.67137145996094
2012-02-13,110.48765563964844
2012-02-14,110.348876953125
2012-02-15,109.83464813232422
